title,authors,year,venue,doi,url,citation_count,semantic_scholar_id,fields_of_study,s2_fields_of_study
Toward A Causal Framework for Modeling Perception,"Jose M. Alvarez, Salvatore Ruggieri",2024,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36539,https://www.semanticscholar.org/paper/61027b0bb29580947996fa8f2499b29b1e05eeb5,0,61027b0bb29580947996fa8f2499b29b1e05eeb5,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
GermanPartiesQA: Benchmarking Commercial Large Language Models and AI Companions for Political Alignment and Sycophancy,"Jan Batzner, Volker Stocker, Stefan Schmid, Gjergji Kasneci",2024,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36552,https://www.semanticscholar.org/paper/306762fd3a12300384ef3545e6707219b1f4f992,7,306762fd3a12300384ef3545e6707219b1f4f992,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Towards Interactive Evaluations for Interaction Harms in Human-AI Systems,"Lujain Ibrahim, Saffron Huang, Umang Bhatt, Lama Ahmad, Markus Anderljung",2024,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i2.36631,https://www.semanticscholar.org/paper/6c1dcf5e573d88394ab2094c485c7954678f8aa8,24,6c1dcf5e573d88394ab2094c485c7954678f8aa8,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
A Principled Approach for Data Bias Mitigation,"Bruno Scarone, Alfredo Viola, Renée J. Miller, Ricardo A. Baeza-Yates",2024,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36712,https://www.semanticscholar.org/paper/d65fe2dcd305c33b89b0a3ca1d92e3f1c8243518,0,d65fe2dcd305c33b89b0a3ca1d92e3f1c8243518,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Aligning AI with Public Values: Deliberation and Decision-Making for Governing Multimodal LLMs in Political Video Analysis,"Tanusree Sharma, Yujin Potter, Zachary Kilhoffer, Yun Huang, D. Song, Yang Wang",2024,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i3.36720,https://www.semanticscholar.org/paper/815b07eef4bffaa48ff375178601f59990d7c0cf,5,815b07eef4bffaa48ff375178601f59990d7c0cf,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Bridging Ethics and AI: A Path to Moral Machines,Aisha Aijaz,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31892,https://www.semanticscholar.org/paper/12020eaefe5c4ba4a9ae4dac41e7c8d76c43b835,0,12020eaefe5c4ba4a9ae4dac41e7c8d76c43b835,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
"Data Cleaning, Discard Studies, and Discretionary Power",Pinar Barlas,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31893,https://www.semanticscholar.org/paper/c4f018c6d2db7d9ddbe707fe96596f992ec72938,0,c4f018c6d2db7d9ddbe707fe96596f992ec72938,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}]"
Enhancing Transparency and Research Ethics through Human AI Techniques,Tatiana Chakravorti,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31894,https://www.semanticscholar.org/paper/23ebfe67d43068ca9f07ce13d4191e82c76c0aec,0,23ebfe67d43068ca9f07ce13d4191e82c76c0aec,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
Schools of AI in the Public Sector: Fairness and Accountability Concerns,Marc T. J. Elliott,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31895,https://www.semanticscholar.org/paper/e950a24b94b02d920c4f73f6f25f6fd60028800f,0,e950a24b94b02d920c4f73f6f25f6fd60028800f,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Law', 'source': 's2-fos-model'}]"
Model Multiplicity for Responsible AI,Prakhar Ganesh,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31896,https://www.semanticscholar.org/paper/01da427f4e52a39c770fa52624e26b208cd443c4,0,01da427f4e52a39c770fa52624e26b208cd443c4,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}]"
AI Ethics for Creativity,Alayt Issak,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31897,https://www.semanticscholar.org/paper/790179ec201d41753544c99552fad5bf16194da4,0,790179ec201d41753544c99552fad5bf16194da4,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Art', 'source': 's2-fos-model'}]"
Uncovering Gender Biases in Human-AI Platforms,Siddharth D. Jaiswal,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31898,https://www.semanticscholar.org/paper/d732d9bcee416d31179bcccdcb3e5e8287c0064d,1,d732d9bcee416d31179bcccdcb3e5e8287c0064d,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
"The Main Challenges of AI Ethics: Historical Contextualization, Black-Boxing, Social Biases, Labor Invisibility",Konstantinos Konstantis,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31899,https://www.semanticscholar.org/paper/6d7755bf41c50b5f623ea9bea721c9243bfe7b6b,0,6d7755bf41c50b5f623ea9bea721c9243bfe7b6b,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'History', 'source': 's2-fos-model'}]"
Enhancing Human-AI Collaboration through Adaptive Interaction and Explainability,Zhaobin Li,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31900,https://www.semanticscholar.org/paper/a2b65e0c011cffabb77123589aad09f89cb4cb27,0,a2b65e0c011cffabb77123589aad09f89cb4cb27,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Automated Decision-Making Systems for Behavioral Regulation: Understanding Perceptions and Behavioral Reactions,Carmen Loefflad,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31901,https://www.semanticscholar.org/paper/cb17c0c2718903f5709bd643bff226aead3203c8,0,cb17c0c2718903f5709bd643bff226aead3203c8,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Making Sense of Digital Domination,Jonne Maas,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31902,https://www.semanticscholar.org/paper/929cb22c3b81d85b0fb4ebd4a64f48284f91c9ac,0,929cb22c3b81d85b0fb4ebd4a64f48284f91c9ac,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Philosophy', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Misplaced Capabilities: Evaluating the Risks of Anthropomorphism in Human-AI Interactions,Takuya Maeda,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31903,https://www.semanticscholar.org/paper/475b28f00bdfd23f22721148eee721bf5d08f9a2,1,475b28f00bdfd23f22721148eee721bf5d08f9a2,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Tree-Based Approaches for Interpretable Modeling in Healthcare,Juliette Murris,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31904,https://www.semanticscholar.org/paper/38af52026c7d3d9952fee2fcaba352c61bb24501,3,38af52026c7d3d9952fee2fcaba352c61bb24501,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
The Need For Inclusive NLP: Addressing Sociodemographic Bias and Enhancing Sociotechnical Systems through Interdisciplinary Frameworks,P. Venkit,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31905,https://www.semanticscholar.org/paper/3498c4be9ac3a223462ead7246a47e40a72bb29d,0,3498c4be9ac3a223462ead7246a47e40a72bb29d,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
Intent-Aware Example-Based Explainability,Ikhtiyor Nematov,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31906,https://www.semanticscholar.org/paper/918651c791e0bfee163cca6a96b4a325b814bf05,0,918651c791e0bfee163cca6a96b4a325b814bf05,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Advancing Early Alzheimer's Disease Detection in Underdeveloped Areas with Fair Explainable AI Methods,Quoc-Toan Nguyen,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31907,https://www.semanticscholar.org/paper/d84c6bc7486a449d9ece13c09d75bddc6b32a306,3,d84c6bc7486a449d9ece13c09d75bddc6b32a306,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Environmental Science', 'source': 's2-fos-model'}]"
Two-Stage Refugee Resettlement Models: Computational Aspects of the Second Stage,Šimon Schierreich,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31908,https://www.semanticscholar.org/paper/425a4af16f09a4bbdb72f016b70f096ba3372564,2,425a4af16f09a4bbdb72f016b70f096ba3372564,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Decoding Global AI Governance: A Computational Linguistic Analysis of National Regulations,Eryclis Silva,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31909,https://www.semanticscholar.org/paper/35220a87c716712ebd8af1795035a0b4360007ab,0,35220a87c716712ebd8af1795035a0b4360007ab,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Linguistics', 'source': 's2-fos-model'}]"
Quantitative and Organizational Approaches to Epistemic Risk in Generative and General-Purpose AI,Robert Wolfe,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31910,https://www.semanticscholar.org/paper/a3ccf44f65048dac1b17bf353241aaa3456f9754,0,a3ccf44f65048dac1b17bf353241aaa3456f9754,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Generative Models for Art and Society,Yankun Wu,2025,"AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v7i2.31911,https://www.semanticscholar.org/paper/b4203b03013e661fe4753395610f709d2d06293b,0,b4203b03013e661fe4753395610f709d2d06293b,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Art', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Sound Check: Auditing Recent Audio Dataset Practices,"William Agnew, Julia Barnett, Annie Chu, Rachel Hong, Michael Feffer, Robin Netzorg, Harry H. Jiang, Ezra Awumey, Sauvik Das",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36528,https://www.semanticscholar.org/paper/26a18809105ed655d7ba02a1bbfb1534c50448db,0,26a18809105ed655d7ba02a1bbfb1534c50448db,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
Enhancing Image Comprehension: The Impact of AI-Generated Explanations on Perception of Altered and Synthetic Media,"Saquib Ahmed, Tejo Gayathri Busireddy, S. Dey",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36529,https://www.semanticscholar.org/paper/a7a35ea47591d79676c79df393dddc874b53ae4c,0,a7a35ea47591d79676c79df393dddc874b53ae4c,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
Too Focused on Accuracy to Notice the Fallout: Towards Socially Responsible Fake News Detection,"Esma Aïmeur, Gilles Brassard, Dorsaf Sallami",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36530,https://www.semanticscholar.org/paper/b26cfb6dfbc2d739b3bb59ab96c5510e06a57a2c,0,b26cfb6dfbc2d739b3bb59ab96c5510e06a57a2c,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
An Investigation into Black and Brown Communities’ Engagement with Data & Technology,"Ebtesam Al-Haque, Gabriella Thompson, Angela D. R. Smith, Brittany Johnson",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36531,https://www.semanticscholar.org/paper/0a5effc8eb15bfa86509d976f203a422daeae453,0,0a5effc8eb15bfa86509d976f203a422daeae453,,"[{'category': 'Sociology', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Exploring “Just Noticeable” Group Fairness in Rankings,"Mallak Alkhathlan, Hilson Shrestha, Lane Harrison, Elke A. Rundensteiner",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36532,https://www.semanticscholar.org/paper/b68a4109e270bc29fd274ae8ee7688f1da9a43f2,0,b68a4109e270bc29fd274ae8ee7688f1da9a43f2,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]"
Ten Insights from Other Domains That Inform Responsible AI Frameworks,"Dunstan Allison-Hope, Patrick Gage Kelley, Reena Jana, Angela McKay, Allison Woodruff",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36534,https://www.semanticscholar.org/paper/a79eaa1798b71d6ad1a58d95c3522b927a2feb58,0,a79eaa1798b71d6ad1a58d95c3522b927a2feb58,,"[{'category': 'Law', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]"
Adaptive Accountability in Networked Multi-Agent Systems,Saad Alqithami,2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36536,https://www.semanticscholar.org/paper/bc6282e6d5af31a88a29a5f4c973a1c2b9ce3310,1,bc6282e6d5af31a88a29a5f4c973a1c2b9ce3310,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
Machine Learning and Public Health: Identifying and Mitigating Algorithmic Bias through a Systematic Review,"Sara Altamirano, Arjan Vreeken, S. Ghebreab",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36537,https://www.semanticscholar.org/paper/c290e6e161d78386ce68b97fadf7c685b9db4012,0,c290e6e161d78386ce68b97fadf7c685b9db4012,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Computer Science', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]"
Disciplinary Practices in the Generation of Text Synthetic Data: A Critical Discourse Analysis,"Adriana Alvarado Garcia, Nishanshi Atulkumar Shukla, Muneeza Azmat, Marisol Wong-Villacres",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36538,https://www.semanticscholar.org/paper/6110c39b97087b962491a8b97da450e064bda2ad,0,6110c39b97087b962491a8b97da450e064bda2ad,,"[{'category': 'Linguistics', 'source': 's2-fos-model'}, {'category': 'Computer Science', 'source': 's2-fos-model'}]"
Evaluating Goal Drift in Language Model Agents,"Rauno Arike, Elizabeth Donoway, Henning Bartsch, Marius Hobbhahn",2025,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",10.1609/aies.v8i1.36541,https://www.semanticscholar.org/paper/384e32875255f2c17f7b5f3110a11b4be09ffab8,9,384e32875255f2c17f7b5f3110a11b4be09ffab8,,"[{'category': 'Computer Science', 'source': 's2-fos-model'}]"
